ParticipantId,PictureName,Status,Condition,Placement,LabelType,ReactionTime,Response
22,PE_6,CCTCon,CCTCon,Concurrent,Contextual,6,4
23,PE_6,CCTCon,CCTCon,Concurrent,Contextual,8,4
24,PE_6,CCTCon,CCTCon,Concurrent,Contextual,6,4
25,PE_6,CCTCon,CCTCon,Concurrent,Contextual,7,3
26,PE_6,CCTCon,CCTCon,Concurrent,Contextual,6,4
27,PE_6,CCTCon,CCTCon,Concurrent,Contextual,7,2
28,PE_6,CCTCon,CCTCon,Concurrent,Contextual,8,3
3,PE_6,CCTCon,CCTCon,Concurrent,Contextual,5,3
4,PE_6,CCTCon,CCTCon,Concurrent,Contextual,5,3
5,PE_6,CCTCon,CCTCon,Concurrent,Contextual,5,2
6,PE_6,CCTCon,CCTCon,Concurrent,Contextual,20,1
7,PE_6,CCTCon,CCTCon,Concurrent,Contextual,9,3
8,PE_6,CCTCon,CCTCon,Concurrent,Contextual,9,3
9,PE_6,CCTCon,CCTCon,Concurrent,Contextual,5,3
1,PE_7,CCTCon,CCTCon,Concurrent,Contextual,5,1
10,PE_7,CCTCon,CCTCon,Concurrent,Contextual,5,5
11,PE_7,CCTCon,CCTCon,Concurrent,Contextual,5,1
12,PE_7,CCTCon,CCTCon,Concurrent,Contextual,5,1
13,PE_7,CCTCon,CCTCon,Concurrent,Contextual,7,2
14,PE_7,CCTCon,CCTCon,Concurrent,Contextual,10,2
15,PE_7,CCTCon,CCTCon,Concurrent,Contextual,7,2
16,PE_7,CCTCon,CCTCon,Concurrent,Contextual,5,1
17,PE_7,CCTCon,CCTCon,Concurrent,Contextual,6,1
18,PE_7,CCTCon,CCTCon,Concurrent,Contextual,7,2
19,PE_7,CCTCon,CCTCon,Concurrent,Contextual,5,2
2,PE_7,CCTCon,CCTCon,Concurrent,Contextual,8,4
20,PE_7,CCTCon,CCTCon,Concurrent,Contextual,15,4
21,PE_7,CCTCon,CCTCon,Concurrent,Contextual,5,1
22,PE_7,CCTCon,CCTCon,Concurrent,Contextual,5,1
23,PE_7,CCTCon,CCTCon,Concurrent,Contextual,7,2
24,PE_7,CCTCon,CCTCon,Concurrent,Contextual,5,4
25,PE_7,CCTCon,CCTCon,Concurrent,Contextual,8,2
26,PE_7,CCTCon,CCTCon,Concurrent,Contextual,12,2
27,PE_7,CCTCon,CCTCon,Concurrent,Contextual,5,2
28,PE_7,CCTCon,CCTCon,Concurrent,Contextual,6,4
3,PE_7,CCTCon,CCTCon,Concurrent,Contextual,5,2
4,PE_7,CCTCon,CCTCon,Concurrent,Contextual,6,3
5,PE_7,CCTCon,CCTCon,Concurrent,Contextual,5,1
6,PE_7,CCTCon,CCTCon,Concurrent,Contextual,8,1
7,PE_7,CCTCon,CCTCon,Concurrent,Contextual,5,1
8,PE_7,CCTCon,CCTCon,Concurrent,Contextual,7,3
9,PE_7,CCTCon,CCTCon,Concurrent,Contextual,6,2
1,PE_8,CCTCon,CCTCon,Concurrent,Contextual,5,2
10,PE_8,CCTCon,CCTCon,Concurrent,Contextual,5,5
11,PE_8,CCTCon,CCTCon,Concurrent,Contextual,5,5
12,PE_8,CCTCon,CCTCon,Concurrent,Contextual,5,3
13,PE_8,CCTCon,CCTCon,Concurrent,Contextual,9,4
14,PE_8,CCTCon,CCTCon,Concurrent,Contextual,8,3
15,PE_8,CCTCon,CCTCon,Concurrent,Contextual,7,1
16,PE_8,CCTCon,CCTCon,Concurrent,Contextual,8,3
17,PE_8,CCTCon,CCTCon,Concurrent,Contextual,6,4
18,PE_8,CCTCon,CCTCon,Concurrent,Contextual,13,2
19,PE_8,CCTCon,CCTCon,Concurrent,Contextual,6,3
2,PE_8,CCTCon,CCTCon,Concurrent,Contextual,5,5
20,PE_8,CCTCon,CCTCon,Concurrent,Contextual,7,3
21,PE_8,CCTCon,CCTCon,Concurrent,Contextual,5,1
22,PE_8,CCTCon,CCTCon,Concurrent,Contextual,6,2
23,PE_8,CCTCon,CCTCon,Concurrent,Contextual,13,2
24,PE_8,CCTCon,CCTCon,Concurrent,Contextual,6,3
25,PE_8,CCTCon,CCTCon,Concurrent,Contextual,14,3
26,PE_8,CCTCon,CCTCon,Concurrent,Contextual,5,4
27,PE_8,CCTCon,CCTCon,Concurrent,Contextual,5,4
28,PE_8,CCTCon,CCTCon,Concurrent,Contextual,6,4
3,PE_8,CCTCon,CCTCon,Concurrent,Contextual,5,3
4,PE_8,CCTCon,CCTCon,Concurrent,Contextual,5,3
5,PE_8,CCTCon,CCTCon,Concurrent,Contextual,5,1
6,PE_8,CCTCon,CCTCon,Concurrent,Contextual,10,5
7,PE_8,CCTCon,CCTCon,Concurrent,Contextual,5,2
8,PE_8,CCTCon,CCTCon,Concurrent,Contextual,8,4
9,PE_8,CCTCon,CCTCon,Concurrent,Contextual,10,3
1,PE_9,CCTCon,CCTCon,Concurrent,Contextual,5,5
10,PE_9,CCTCon,CCTCon,Concurrent,Contextual,7,4
11,PE_9,CCTCon,CCTCon,Concurrent,Contextual,5,5
12,PE_9,CCTCon,CCTCon,Concurrent,Contextual,5,3
13,PE_9,CCTCon,CCTCon,Concurrent,Contextual,6,5
14,PE_9,CCTCon,CCTCon,Concurrent,Contextual,6,4
15,PE_9,CCTCon,CCTCon,Concurrent,Contextual,6,4
16,PE_9,CCTCon,CCTCon,Concurrent,Contextual,6,3
17,PE_9,CCTCon,CCTCon,Concurrent,Contextual,6,5
18,PE_9,CCTCon,CCTCon,Concurrent,Contextual,11,4
19,PE_9,CCTCon,CCTCon,Concurrent,Contextual,6,4
2,PE_9,CCTCon,CCTCon,Concurrent,Contextual,9,5
20,PE_9,CCTCon,CCTCon,Concurrent,Contextual,6,2
21,PE_9,CCTCon,CCTCon,Concurrent,Contextual,7,2
22,PE_9,CCTCon,CCTCon,Concurrent,Contextual,8,5
23,PE_9,CCTCon,CCTCon,Concurrent,Contextual,8,4
24,PE_9,CCTCon,CCTCon,Concurrent,Contextual,5,4
25,PE_9,CCTCon,CCTCon,Concurrent,Contextual,7,4
26,PE_9,CCTCon,CCTCon,Concurrent,Contextual,5,4
27,PE_9,CCTCon,CCTCon,Concurrent,Contextual,5,4
28,PE_9,CCTCon,CCTCon,Concurrent,Contextual,6,5
3,PE_9,CCTCon,CCTCon,Concurrent,Contextual,5,4
4,PE_9,CCTCon,CCTCon,Concurrent,Contextual,5,3
5,PE_9,CCTCon,CCTCon,Concurrent,Contextual,6,4
6,PE_9,CCTCon,CCTCon,Concurrent,Contextual,5,1
7,PE_9,CCTCon,CCTCon,Concurrent,Contextual,11,2
8,PE_9,CCTCon,CCTCon,Concurrent,Contextual,5,4
9,PE_9,CCTCon,CCTCon,Concurrent,Contextual,7,3
1,PM_1,CCTM,CCTM,Concurrent,Mixed,6,5
10,PM_1,CCTM,CCTM,Concurrent,Mixed,5,3
11,PM_1,CCTM,CCTM,Concurrent,Mixed,6,5
12,PM_1,CCTM,CCTM,Concurrent,Mixed,5,3
13,PM_1,CCTM,CCTM,Concurrent,Mixed,6,2
14,PM_1,CCTM,CCTM,Concurrent,Mixed,6,2
15,PM_1,CCTM,CCTM,Concurrent,Mixed,8,2
16,PM_1,CCTM,CCTM,Concurrent,Mixed,8,4
17,PM_1,CCTM,CCTM,Concurrent,Mixed,6,1
18,PM_1,CCTM,CCTM,Concurrent,Mixed,12,3
19,PM_1,CCTM,CCTM,Concurrent,Mixed,5,2
2,PM_1,CCTM,CCTM,Concurrent,Mixed,10,4
20,PM_1,CCTM,CCTM,Concurrent,Mixed,6,4
21,PM_1,CCTM,CCTM,Concurrent,Mixed,5,2
22,PM_1,CCTM,CCTM,Concurrent,Mixed,10,4
23,PM_1,CCTM,CCTM,Concurrent,Mixed,5,1
24,PM_1,CCTM,CCTM,Concurrent,Mixed,8,3
25,PM_1,CCTM,CCTM,Concurrent,Mixed,5,5
26,PM_1,CCTM,CCTM,Concurrent,Mixed,5,3
27,PM_1,CCTM,CCTM,Concurrent,Mixed,5,1
28,PM_1,CCTM,CCTM,Concurrent,Mixed,8,2
3,PM_1,CCTM,CCTM,Concurrent,Mixed,7,4
4,PM_1,CCTM,CCTM,Concurrent,Mixed,7,5
5,PM_1,CCTM,CCTM,Concurrent,Mixed,5,5
6,PM_1,CCTM,CCTM,Concurrent,Mixed,6,1
7,PM_1,CCTM,CCTM,Concurrent,Mixed,5,2
8,PM_1,CCTM,CCTM,Concurrent,Mixed,5,3
9,PM_1,CCTM,CCTM,Concurrent,Mixed,26,3
1,PM_10,CCTM,CCTM,Concurrent,Mixed,5,1
10,PM_10,CCTM,CCTM,Concurrent,Mixed,7,4
11,PM_10,CCTM,CCTM,Concurrent,Mixed,5,1
12,PM_10,CCTM,CCTM,Concurrent,Mixed,5,2
13,PM_10,CCTM,CCTM,Concurrent,Mixed,5,2
14,PM_10,CCTM,CCTM,Concurrent,Mixed,5,1
15,PM_10,CCTM,CCTM,Concurrent,Mixed,6,2
16,PM_10,CCTM,CCTM,Concurrent,Mixed,6,1
17,PM_10,CCTM,CCTM,Concurrent,Mixed,7,1
18,PM_10,CCTM,CCTM,Concurrent,Mixed,8,1
19,PM_10,CCTM,CCTM,Concurrent,Mixed,6,2
2,PM_10,CCTM,CCTM,Concurrent,Mixed,6,5
20,PM_10,CCTM,CCTM,Concurrent,Mixed,11,4
21,PM_10,CCTM,CCTM,Concurrent,Mixed,5,2
22,PM_10,CCTM,CCTM,Concurrent,Mixed,7,2
23,PM_10,CCTM,CCTM,Concurrent,Mixed,15,2
24,PM_10,CCTM,CCTM,Concurrent,Mixed,5,2
25,PM_10,CCTM,CCTM,Concurrent,Mixed,5,1
26,PM_10,CCTM,CCTM,Concurrent,Mixed,7,3
27,PM_10,CCTM,CCTM,Concurrent,Mixed,5,2
28,PM_10,CCTM,CCTM,Concurrent,Mixed,8,4
3,PM_10,CCTM,CCTM,Concurrent,Mixed,5,2
4,PM_10,CCTM,CCTM,Concurrent,Mixed,5,2
5,PM_10,CCTM,CCTM,Concurrent,Mixed,5,2
6,PM_10,CCTM,CCTM,Concurrent,Mixed,8,1
7,PM_10,CCTM,CCTM,Concurrent,Mixed,6,1
8,PM_10,CCTM,CCTM,Concurrent,Mixed,6,2
9,PM_10,CCTM,CCTM,Concurrent,Mixed,5,2
1,PM_2,CCTM,CCTM,Concurrent,Mixed,5,5
10,PM_2,CCTM,CCTM,Concurrent,Mixed,6,5
11,PM_2,CCTM,CCTM,Concurrent,Mixed,5,5
12,PM_2,CCTM,CCTM,Concurrent,Mixed,7,2
13,PM_2,CCTM,CCTM,Concurrent,Mixed,5,4
14,PM_2,CCTM,CCTM,Concurrent,Mixed,5,4
15,PM_2,CCTM,CCTM,Concurrent,Mixed,6,4
16,PM_2,CCTM,CCTM,Concurrent,Mixed,10,3
17,PM_2,CCTM,CCTM,Concurrent,Mixed,8,4
18,PM_2,CCTM,CCTM,Concurrent,Mixed,8,4
19,PM_2,CCTM,CCTM,Concurrent,Mixed,5,3
2,PM_2,CCTM,CCTM,Concurrent,Mixed,5,5
20,PM_2,CCTM,CCTM,Concurrent,Mixed,9,2
21,PM_2,CCTM,CCTM,Concurrent,Mixed,5,4
22,PM_2,CCTM,CCTM,Concurrent,Mixed,5,4
23,PM_2,CCTM,CCTM,Concurrent,Mixed,10,2
24,PM_2,CCTM,CCTM,Concurrent,Mixed,9,5
25,PM_2,CCTM,CCTM,Concurrent,Mixed,5,5
26,PM_2,CCTM,CCTM,Concurrent,Mixed,5,4
27,PM_2,CCTM,CCTM,Concurrent,Mixed,5,3
28,PM_2,CCTM,CCTM,Concurrent,Mixed,9,3
3,PM_2,CCTM,CCTM,Concurrent,Mixed,5,4
4,PM_2,CCTM,CCTM,Concurrent,Mixed,5,5
5,PM_2,CCTM,CCTM,Concurrent,Mixed,5,4
6,PM_2,CCTM,CCTM,Concurrent,Mixed,13,2
7,PM_2,CCTM,CCTM,Concurrent,Mixed,5,4
8,PM_2,CCTM,CCTM,Concurrent,Mixed,6,5
9,PM_2,CCTM,CCTM,Concurrent,Mixed,6,4
1,PM_3,CCTM,CCTM,Concurrent,Mixed,5,2
10,PM_3,CCTM,CCTM,Concurrent,Mixed,5,4
11,PM_3,CCTM,CCTM,Concurrent,Mixed,6,1
12,PM_3,CCTM,CCTM,Concurrent,Mixed,5,1
13,PM_3,CCTM,CCTM,Concurrent,Mixed,12,2
14,PM_3,CCTM,CCTM,Concurrent,Mixed,5,1
15,PM_3,CCTM,CCTM,Concurrent,Mixed,6,1
16,PM_3,CCTM,CCTM,Concurrent,Mixed,11,2
17,PM_3,CCTM,CCTM,Concurrent,Mixed,8,2
18,PM_3,CCTM,CCTM,Concurrent,Mixed,15,2
19,PM_3,CCTM,CCTM,Concurrent,Mixed,5,1
2,PM_3,CCTM,CCTM,Concurrent,Mixed,8,3
20,PM_3,CCTM,CCTM,Concurrent,Mixed,5,4
21,PM_3,CCTM,CCTM,Concurrent,Mixed,5,1
22,PM_3,CCTM,CCTM,Concurrent,Mixed,5,1
23,PM_3,CCTM,CCTM,Concurrent,Mixed,7,1
24,PM_3,CCTM,CCTM,Concurrent,Mixed,10,1
25,PM_3,CCTM,CCTM,Concurrent,Mixed,5,1
26,PM_3,CCTM,CCTM,Concurrent,Mixed,5,2
27,PM_3,CCTM,CCTM,Concurrent,Mixed,5,2
28,PM_3,CCTM,CCTM,Concurrent,Mixed,6,1
3,PM_3,CCTM,CCTM,Concurrent,Mixed,5,2
4,PM_3,CCTM,CCTM,Concurrent,Mixed,5,1
5,PM_3,CCTM,CCTM,Concurrent,Mixed,5,1
6,PM_3,CCTM,CCTM,Concurrent,Mixed,5,1
7,PM_3,CCTM,CCTM,Concurrent,Mixed,7,2
8,PM_3,CCTM,CCTM,Concurrent,Mixed,7,3
9,PM_3,CCTM,CCTM,Concurrent,Mixed,5,2
1,PM_4,CCTM,CCTM,Concurrent,Mixed,5,1
10,PM_4,CCTM,CCTM,Concurrent,Mixed,5,2
11,PM_4,CCTM,CCTM,Concurrent,Mixed,5,1
12,PM_4,CCTM,CCTM,Concurrent,Mixed,5,1
13,PM_4,CCTM,CCTM,Concurrent,Mixed,5,1
14,PM_4,CCTM,CCTM,Concurrent,Mixed,5,1
15,PM_4,CCTM,CCTM,Concurrent,Mixed,7,2
16,PM_4,CCTM,CCTM,Concurrent,Mixed,15,3
17,PM_4,CCTM,CCTM,Concurrent,Mixed,6,4
18,PM_4,CCTM,CCTM,Concurrent,Mixed,13,2
19,PM_4,CCTM,CCTM,Concurrent,Mixed,5,1
2,PM_4,CCTM,CCTM,Concurrent,Mixed,12,3
20,PM_4,CCTM,CCTM,Concurrent,Mixed,11,4
21,PM_4,CCTM,CCTM,Concurrent,Mixed,5,1
22,PM_4,CCTM,CCTM,Concurrent,Mixed,5,1
23,PM_4,CCTM,CCTM,Concurrent,Mixed,8,1
24,PM_4,CCTM,CCTM,Concurrent,Mixed,8,4
25,PM_4,CCTM,CCTM,Concurrent,Mixed,5,2
26,PM_4,CCTM,CCTM,Concurrent,Mixed,5,2
27,PM_4,CCTM,CCTM,Concurrent,Mixed,5,1
28,PM_4,CCTM,CCTM,Concurrent,Mixed,6,5
3,PM_4,CCTM,CCTM,Concurrent,Mixed,6,2
4,PM_4,CCTM,CCTM,Concurrent,Mixed,5,2
5,PM_4,CCTM,CCTM,Concurrent,Mixed,5,1
6,PM_4,CCTM,CCTM,Concurrent,Mixed,5,1
7,PM_4,CCTM,CCTM,Concurrent,Mixed,6,1
8,PM_4,CCTM,CCTM,Concurrent,Mixed,10,2
9,PM_4,CCTM,CCTM,Concurrent,Mixed,16,3
1,PM_5,CCTM,CCTM,Concurrent,Mixed,6,5
10,PM_5,CCTM,CCTM,Concurrent,Mixed,5,4
11,PM_5,CCTM,CCTM,Concurrent,Mixed,5,1
12,PM_5,CCTM,CCTM,Concurrent,Mixed,5,2
13,PM_5,CCTM,CCTM,Concurrent,Mixed,12,2
14,PM_5,CCTM,CCTM,Concurrent,Mixed,5,4
15,PM_5,CCTM,CCTM,Concurrent,Mixed,10,3
16,PM_5,CCTM,CCTM,Concurrent,Mixed,9,5
17,PM_5,CCTM,CCTM,Concurrent,Mixed,8,2
18,PM_5,CCTM,CCTM,Concurrent,Mixed,14,3
19,PM_5,CCTM,CCTM,Concurrent,Mixed,5,1
2,PM_5,CCTM,CCTM,Concurrent,Mixed,6,5
20,PM_5,CCTM,CCTM,Concurrent,Mixed,7,3
21,PM_5,CCTM,CCTM,Concurrent,Mixed,5,2
22,PM_5,CCTM,CCTM,Concurrent,Mixed,5,2
23,PM_5,CCTM,CCTM,Concurrent,Mixed,10,4
24,PM_5,CCTM,CCTM,Concurrent,Mixed,19,4
25,PM_5,CCTM,CCTM,Concurrent,Mixed,5,4
26,PM_5,CCTM,CCTM,Concurrent,Mixed,5,3
27,PM_5,CCTM,CCTM,Concurrent,Mixed,5,2
28,PM_5,CCTM,CCTM,Concurrent,Mixed,6,5
3,PM_5,CCTM,CCTM,Concurrent,Mixed,6,3
4,PM_5,CCTM,CCTM,Concurrent,Mixed,5,3
5,PM_5,CCTM,CCTM,Concurrent,Mixed,5,4
6,PM_5,CCTM,CCTM,Concurrent,Mixed,11,1
7,PM_5,CCTM,CCTM,Concurrent,Mixed,7,4
8,PM_5,CCTM,CCTM,Concurrent,Mixed,10,4
9,PM_5,CCTM,CCTM,Concurrent,Mixed,6,4
1,PM_6,CCTM,CCTM,Concurrent,Mixed,5,5
10,PM_6,CCTM,CCTM,Concurrent,Mixed,9,5
11,PM_6,CCTM,CCTM,Concurrent,Mixed,5,5
12,PM_6,CCTM,CCTM,Concurrent,Mixed,5,3
13,PM_6,CCTM,CCTM,Concurrent,Mixed,9,2
14,PM_6,CCTM,CCTM,Concurrent,Mixed,7,5
15,PM_6,CCTM,CCTM,Concurrent,Mixed,7,4
16,PM_6,CCTM,CCTM,Concurrent,Mixed,6,5
17,PM_6,CCTM,CCTM,Concurrent,Mixed,8,5
18,PM_6,CCTM,CCTM,Concurrent,Mixed,7,5
19,PM_6,CCTM,CCTM,Concurrent,Mixed,7,3
2,PM_6,CCTM,CCTM,Concurrent,Mixed,5,5
20,PM_6,CCTM,CCTM,Concurrent,Mixed,16,5
21,PM_6,CCTM,CCTM,Concurrent,Mixed,6,4
22,PM_6,CCTM,CCTM,Concurrent,Mixed,5,4
23,PM_6,CCTM,CCTM,Concurrent,Mixed,6,5
24,PM_6,CCTM,CCTM,Concurrent,Mixed,5,4
25,PM_6,CCTM,CCTM,Concurrent,Mixed,5,4
26,PM_6,CCTM,CCTM,Concurrent,Mixed,5,4
27,PM_6,CCTM,CCTM,Concurrent,Mixed,7,3
28,PM_6,CCTM,CCTM,Concurrent,Mixed,5,5
3,PM_6,CCTM,CCTM,Concurrent,Mixed,11,4
4,PM_6,CCTM,CCTM,Concurrent,Mixed,6,4
5,PM_6,CCTM,CCTM,Concurrent,Mixed,5,4
6,PM_6,CCTM,CCTM,Concurrent,Mixed,8,2
7,PM_6,CCTM,CCTM,Concurrent,Mixed,6,3
8,PM_6,CCTM,CCTM,Concurrent,Mixed,11,5
9,PM_6,CCTM,CCTM,Concurrent,Mixed,6,4
1,PM_7,CCTM,CCTM,Concurrent,Mixed,8,3
10,PM_7,CCTM,CCTM,Concurrent,Mixed,5,5
11,PM_7,CCTM,CCTM,Concurrent,Mixed,5,1
12,PM_7,CCTM,CCTM,Concurrent,Mixed,5,2
13,PM_7,CCTM,CCTM,Concurrent,Mixed,11,2
14,PM_7,CCTM,CCTM,Concurrent,Mixed,7,1
15,PM_7,CCTM,CCTM,Concurrent,Mixed,6,3
16,PM_7,CCTM,CCTM,Concurrent,Mixed,20,4
17,PM_7,CCTM,CCTM,Concurrent,Mixed,7,5
18,PM_7,CCTM,CCTM,Concurrent,Mixed,19,3
19,PM_7,CCTM,CCTM,Concurrent,Mixed,5,2
2,PM_7,CCTM,CCTM,Concurrent,Mixed,11,5
20,PM_7,CCTM,CCTM,Concurrent,Mixed,7,3
21,PM_7,CCTM,CCTM,Concurrent,Mixed,7,2
22,PM_7,CCTM,CCTM,Concurrent,Mixed,6,2
23,PM_7,CCTM,CCTM,Concurrent,Mixed,7,2
24,PM_7,CCTM,CCTM,Concurrent,Mixed,5,4
25,PM_7,CCTM,CCTM,Concurrent,Mixed,12,2
26,PM_7,CCTM,CCTM,Concurrent,Mixed,5,2
27,PM_7,CCTM,CCTM,Concurrent,Mixed,6,2
28,PM_7,CCTM,CCTM,Concurrent,Mixed,9,2
3,PM_7,CCTM,CCTM,Concurrent,Mixed,5,2
4,PM_7,CCTM,CCTM,Concurrent,Mixed,5,2
5,PM_7,CCTM,CCTM,Concurrent,Mixed,5,1
6,PM_7,CCTM,CCTM,Concurrent,Mixed,5,1
7,PM_7,CCTM,CCTM,Concurrent,Mixed,9,2
8,PM_7,CCTM,CCTM,Concurrent,Mixed,7,3
9,PM_7,CCTM,CCTM,Concurrent,Mixed,10,3
1,PM_8,CCTM,CCTM,Concurrent,Mixed,5,1
10,PM_8,CCTM,CCTM,Concurrent,Mixed,7,3
11,PM_8,CCTM,CCTM,Concurrent,Mixed,5,1
12,PM_8,CCTM,CCTM,Concurrent,Mixed,5,1
13,PM_8,CCTM,CCTM,Concurrent,Mixed,6,1
14,PM_8,CCTM,CCTM,Concurrent,Mixed,6,1
15,PM_8,CCTM,CCTM,Concurrent,Mixed,10,2
16,PM_8,CCTM,CCTM,Concurrent,Mixed,5,1
17,PM_8,CCTM,CCTM,Concurrent,Mixed,8,2
18,PM_8,CCTM,CCTM,Concurrent,Mixed,6,2
19,PM_8,CCTM,CCTM,Concurrent,Mixed,5,1
2,PM_8,CCTM,CCTM,Concurrent,Mixed,6,3
20,PM_8,CCTM,CCTM,Concurrent,Mixed,6,5
21,PM_8,CCTM,CCTM,Concurrent,Mixed,5,1
22,PM_8,CCTM,CCTM,Concurrent,Mixed,5,1
23,PM_8,CCTM,CCTM,Concurrent,Mixed,8,2
24,PM_8,CCTM,CCTM,Concurrent,Mixed,11,2
25,PM_8,CCTM,CCTM,Concurrent,Mixed,5,1
26,PM_8,CCTM,CCTM,Concurrent,Mixed,5,2
27,PM_8,CCTM,CCTM,Concurrent,Mixed,5,1
28,PM_8,CCTM,CCTM,Concurrent,Mixed,7,2
3,PM_8,CCTM,CCTM,Concurrent,Mixed,5,2
4,PM_8,CCTM,CCTM,Concurrent,Mixed,5,2
5,PM_8,CCTM,CCTM,Concurrent,Mixed,5,1
6,PM_8,CCTM,CCTM,Concurrent,Mixed,7,1
7,PM_8,CCTM,CCTM,Concurrent,Mixed,7,1
8,PM_8,CCTM,CCTM,Concurrent,Mixed,12,2
9,PM_8,CCTM,CCTM,Concurrent,Mixed,8,3
1,PM_9,CCTM,CCTM,Concurrent,Mixed,5,5
10,PM_9,CCTM,CCTM,Concurrent,Mixed,7,4
11,PM_9,CCTM,CCTM,Concurrent,Mixed,9,4
12,PM_9,CCTM,CCTM,Concurrent,Mixed,5,4
13,PM_9,CCTM,CCTM,Concurrent,Mixed,5,5
14,PM_9,CCTM,CCTM,Concurrent,Mixed,6,5
15,PM_9,CCTM,CCTM,Concurrent,Mixed,11,2
16,PM_9,CCTM,CCTM,Concurrent,Mixed,9,4
17,PM_9,CCTM,CCTM,Concurrent,Mixed,11,4
18,PM_9,CCTM,CCTM,Concurrent,Mixed,8,4
19,PM_9,CCTM,CCTM,Concurrent,Mixed,8,2
2,PM_9,CCTM,CCTM,Concurrent,Mixed,5,5
20,PM_9,CCTM,CCTM,Concurrent,Mixed,13,2
21,PM_9,CCTM,CCTM,Concurrent,Mixed,6,4
22,PM_9,CCTM,CCTM,Concurrent,Mixed,5,5
23,PM_9,CCTM,CCTM,Concurrent,Mixed,7,5
24,PM_9,CCTM,CCTM,Concurrent,Mixed,9,2
25,PM_9,CCTM,CCTM,Concurrent,Mixed,5,5
26,PM_9,CCTM,CCTM,Concurrent,Mixed,6,4
27,PM_9,CCTM,CCTM,Concurrent,Mixed,6,4
28,PM_9,CCTM,CCTM,Concurrent,Mixed,5,1
3,PM_9,CCTM,CCTM,Concurrent,Mixed,5,4
4,PM_9,CCTM,CCTM,Concurrent,Mixed,5,5
5,PM_9,CCTM,CCTM,Concurrent,Mixed,5,5
6,PM_9,CCTM,CCTM,Concurrent,Mixed,7,3
7,PM_9,CCTM,CCTM,Concurrent,Mixed,7,3
8,PM_9,CCTM,CCTM,Concurrent,Mixed,10,4
9,PM_9,CCTM,CCTM,Concurrent,Mixed,9,4
1,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,5,5
10,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,5,4
11,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,5,5
12,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,5,4
13,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,5,5
14,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,6,5
15,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,11,2
16,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,7,5
17,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,6,4
18,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,30,4
19,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,7,5
2,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,5,5
20,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,10,4
21,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,9,4
22,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,5,5
23,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,6,4
24,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,5,3
25,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,5,5
26,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,5,4
27,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,7,4
28,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,5,5
3,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,5,5
4,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,5,4
5,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,5,4
6,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,6,1
7,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,6,4
8,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,5,4
9,PTF_1,CCTCre,CCTCre,Concurrent,Credibility,5,4
1,PTF_10,CCTCre,CCTCre,Concurrent,Credibility,5,1
10,PTF_10,CCTCre,CCTCre,Concurrent,Credibility,5,1
11,PTF_10,CCTCre,CCTCre,Concurrent,Credibility,5,1
12,PTF_10,CCTCre,CCTCre,Concurrent,Credibility,6,2
13,PTF_10,CCTCre,CCTCre,Concurrent,Credibility,5,1
14,PTF_10,CCTCre,CCTCre,Concurrent,Credibility,5,1
15,PTF_10,CCTCre,CCTCre,Concurrent,Credibility,7,2
16,PTF_10,CCTCre,CCTCre,Concurrent,Credibility,5,1
17,PTF_10,CCTCre,CCTCre,Concurrent,Credibility,6,1
18,PTF_10,CCTCre,CCTCre,Concurrent,Credibility,9,1
19,PTF_10,CCTCre,CCTCre,Concurrent,Credibility,5,1
2,PTF_10,CCTCre,CCTCre,Concurrent,Credibility,8,4
20,PTF_10,CCTCre,CCTCre,Concurrent,Credibility,9,4
21,PTF_10,CCTCre,CCTCre,Concurrent,Credibility,5,1
22,PTF_10,CCTCre,CCTCre,Concurrent,Credibility,7,1
23,PTF_10,CCTCre,CCTCre,Concurrent,Credibility,5,1
24,PTF_10,CCTCre,CCTCre,Concurrent,Credibility,5,2
25,PTF_10,CCTCre,CCTCre,Concurrent,Credibility,5,1
26,PTF_10,CCTCre,CCTCre,Concurrent,Credibility,5,2
